nome_estado;municipio;posicao_ebt;nota;dt_inicio_avaliacao;dt_fim_avaliacao;total_pontos;;;;
Tocantins;Colméia;488;1.94;05/08/2015;17/08/2015;700;;;;
Tocantins;Pindorama do Tocantins;488;1.94;06/08/2015;19/08/2015;700;;;;
Tocantins;Novo Jardim;488;1.94;04/08/2015;19/08/2015;700;;;;
Tocantins;Porto Nacional;488;1.94;06/08/2015;18/08/2015;700;;;;
Tocantins;Santa Fé do Araguaia;488;1.94;06/08/2015;18/08/2015;700;;;;
Tocantins;Taguatinga;488;1.94;06/08/2015;18/08/2015;700;;;;
Tocantins;Taipas do Tocantins;488;1.94;06/08/2015;18/08/2015;700;;;;
Tocantins;Nova Rosalândia;488;1.94;03/08/2015;20/08/2015;700;;;;
Tocantins;Marianópolis do Tocantins;488;1.94;06/08/2015;20/08/2015;700;;;;
Tocantins;Miranorte;488;1.94;31/07/2015;20/08/2015;700;;;;
Tocantins;Monte do Carmo;488;1.94;31/07/2015;20/08/2015;700;;;;
Tocantins;Cachoeirinha;488;1.94;29/07/2015;17/08/2015;700;;;;
Tocantins;Figueirópolis;488;1.94;28/07/2015;20/08/2015;700;;;;
Tocantins;Chapada de Areia;488;1.94;05/08/2015;17/08/2015;700;;;;
Tocantins;Colinas do Tocantins;488;1.94;05/08/2015;17/08/2015;700;;;;
Tocantins;Conceição do Tocantins;488;1.94;29/07/2015;17/08/2015;700;;;;
Tocantins;Barrolândia;488;1.94;30/07/2015;17/08/2015;700;;;;
Tocantins;Brejinho de Nazaré;488;1.94;30/07/2015;17/08/2015;700;;;;
Tocantins;Abreulândia;488;1.94;05/08/2015;17/08/2015;700;;;;
Tocantins;Aguiarnópolis;488;1.94;05/08/2015;17/08/2015;700;;;;
Tocantins;Arapoema;488;1.94;03/08/2015;17/08/2015;700;;;;
Tocantins;Arraias;488;1.94;30/07/2015;17/08/2015;700;;;;
Amazonas;Novo Airão;488;1.94;29/07/2015;24/08/2015;700;;;;
Amazonas;Novo Aripuanã;488;1.94;27/07/2015;24/08/2015;700;;;;
Amazonas;Pauini;488;1.94;28/07/2015;25/08/2015;700;;;;
Amazonas;Envira;488;1.94;31/07/2015;21/08/2015;700;;;;
Amazonas;Jutaí;488;1.94;29/07/2015;16/10/2015;700;;;;
Amazonas;Manacapuru;488;1.94;29/07/2015;24/08/2015;700;;;;
Amazonas;Humaitá;488;1.94;31/07/2015;24/08/2015;700;;;;
Amazonas;Ipixuna;488;1.94;31/07/2015;24/08/2015;700;;;;
Amazonas;Beruri;488;1.94;28/07/2015;21/08/2015;700;;;;
Amazonas;Boca do Acre;488;1.94;29/07/2015;21/08/2015;700;;;;
Amazonas;Canutama;488;1.94;29/07/2015;21/08/2015;700;;;;
Amazonas;Carauari;488;1.94;31/07/2015;16/10/2015;700;;;;
Acre;Jordão;488;1.94;27/07/2015;03/11/2015;700;;;;
Acre;Sena Madureira;488;1.94;29/07/2015;18/08/2015;700;;;;
Acre;Tarauacá;488;1.94;07/08/2015;17/08/2015;700;;;;
Rondônia;Vilhena;488;1.94;04/08/2015;08/09/2015;700;;;;
Rondônia;Alvorada D'Oeste;488;1.94;30/07/2015;17/08/2015;700;;;;
Rondônia;Pimenta Bueno;488;1.94;03/08/2015;08/09/2015;700;;;;
Rondônia;Parecis;488;1.94;03/08/2015;17/08/2015;700;;;;
Rondônia;Primavera de Rondônia;488;1.94;04/08/2015;17/08/2015;700;;;;
Rondônia;Costa Marques;488;1.94;31/07/2015;17/08/2015;700;;;;
Rondônia;São Francisco do Guaporé;488;1.94;04/08/2015;17/08/2015;700;;;;
Rondônia;Theobroma;488;1.94;04/08/2015;17/08/2015;700;;;;
Rondônia;Vale do Anari;488;1.94;04/08/2015;08/09/2015;700;;;;
Rondônia;Buritis;488;1.94;30/07/2015;17/08/2015;700;;;;
Acre;Epitaciolândia;488;1.94;27/07/2015;18/08/2015;700;;;;
Amazonas;Tapauá;488;1.94;28/07/2015;25/08/2015;700;;;;
Amazonas;Uarini;488;1.94;28/07/2015;25/08/2015;700;;;;
Pará;Rurópolis;488;1.94;30/07/2015;15/09/2015;700;;;;
Mato Grosso;Guiratinga;488;1.94;30/07/2015;17/08/2015;700;;;;
Mato Grosso;Marcelândia;488;1.94;03/08/2015;18/08/2015;700;;;;
Mato Grosso;Mirassol d'Oeste;488;1.94;03/08/2015;18/08/2015;700;;;;
Mato Grosso;Cotriguaçu;488;1.94;30/07/2015;14/09/2015;700;;;;
Mato Grosso;Denise;488;1.94;30/07/2015;04/10/2015;700;;;;
Mato Grosso;Itaúba;488;1.94;30/07/2015;15/09/2015;700;;;;
Mato Grosso do Sul;Taquarussu;488;1.94;03/08/2015;19/08/2015;700;;;;
Mato Grosso;Alta Floresta;488;1.94;04/08/2015;19/08/2015;700;;;;
Mato Grosso do Sul;Fátima do Sul;488;1.94;30/07/2015;21/08/2015;700;;;;
Rio Grande do Sul;Relvado;488;1.94;05/08/2015;19/08/2015;700;;;;
Rio Grande do Sul;Santa Clara do Sul;488;1.94;31/07/2015;11/09/2015;700;;;;
Rio Grande do Sul;Nova Bassano;488;1.94;30/07/2015;09/09/2015;700;;;;
Santa Catarina;Treze de Maio;488;1.94;27/07/2015;19/08/2015;700;;;;
Santa Catarina;Rio do Oeste;488;1.94;27/07/2015;19/08/2015;700;;;;
Rio Grande do Sul;Capão do Leão;488;1.94;28/07/2015;09/09/2015;700;;;;
Paraná;Quedas do Iguaçu;488;1.94;03/08/2015;20/08/2015;700;;;;
Paraná;Siqueira Campos;488;1.94;29/07/2015;18/08/2015;700;;;;
Santa Catarina;Armazém;488;1.94;31/07/2015;10/09/2015;700;;;;
Santa Catarina;Balneário Arroio do Silva;488;1.94;28/07/2015;11/09/2015;700;;;;
Santa Catarina;Pedras Grandes;488;1.94;31/07/2015;18/08/2015;700;;;;
Santa Catarina;Capivari de Baixo;488;1.94;29/07/2015;11/09/2015;700;;;;
Goiás;Serranópolis;488;1.94;28/07/2015;20/08/2015;700;;;;
Goiás;Silvânia;488;1.94;29/07/2015;20/08/2015;700;;;;
Goiás;Santa Cruz de Goiás;488;1.94;28/07/2015;20/08/2015;700;;;;
Goiás;Santo Antônio da Barra;488;1.94;28/07/2015;20/08/2015;700;;;;
Goiás;Jaupaci;488;1.94;31/07/2015;09/10/2015;700;;;;
Goiás;Itaberaí;488;1.94;31/07/2015;21/08/2015;700;;;;
Goiás;Guarinos;488;1.94;31/07/2015;21/08/2015;700;;;;
Goiás;Campinaçu;488;1.94;03/08/2015;21/08/2015;700;;;;
Goiás;Estrela do Norte;488;1.94;29/07/2015;13/10/2015;700;;;;
Goiás;Ceres;488;1.94;03/08/2015;21/08/2015;700;;;;
Goiás;Mambaí;488;1.94;29/07/2015;06/10/2015;700;;;;
Goiás;Montividiu do Norte;488;1.94;29/07/2015;21/08/2015;700;;;;
Goiás;Ouro Verde de Goiás;488;1.94;31/07/2015;06/10/2015;700;;;;
Goiás;Piracanjuba;488;1.94;31/07/2015;09/10/2015;700;;;;
Mato Grosso;Nova Monte Verde;488;1.94;04/08/2015;19/08/2015;700;;;;
Goiás;Acreúna;488;1.94;28/07/2015;06/10/2015;700;;;;
Mato Grosso;Novo Santo Antônio;488;1.94;05/08/2015;19/08/2015;700;;;;
Mato Grosso;Tangará da Serra;488;1.94;30/07/2015;19/08/2015;700;;;;
Goiás;Anhanguera;488;1.94;28/07/2015;06/10/2015;700;;;;
Goiás;Bom Jardim de Goiás;488;1.94;31/07/2015;07/10/2015;700;;;;
Goiás;Britânia;488;1.94;31/07/2015;20/08/2015;700;;;;
Goiás;Buritinópolis;488;1.94;31/07/2015;06/10/2015;700;;;;
Rio Grande do Sul;Antônio Prado;635;1.81;07/08/2015;17/08/2015;650;;;;
Rio Grande do Sul;Parobé;635;1.81;30/07/2015;10/09/2015;650;;;;
Rio Grande do Sul;União da Serra;635;1.81;29/07/2015;09/09/2015;650;;;;
Mato Grosso do Sul;Amambaí;635;1.81;30/07/2015;06/11/2015;650;;;;
Mato Grosso;Nova Xavantina;635;1.81;05/08/2015;19/08/2015;650;;;;
Mato Grosso;Porto Esperidião;635;1.81;28/07/2015;06/11/2015;650;;;;
Mato Grosso;Reserva do Cabaçal;635;1.81;29/07/2015;16/10/2015;650;;;;
Rondônia;Alto Paraíso;635;1.81;07/08/2015;23/09/2015;650;;;;
Piauí;São Pedro do Piauí;635;1.81;04/08/2015;19/08/2015;650;;;;
Espírito Santo;Iúna;635;1.81;03/08/2015;15/10/2015;650;;;;
Rio de Janeiro;Macuco;635;1.81;05/08/2015;17/08/2015;650;;;;
Paraná;Ivaiporã;635;1.81;31/07/2015;16/09/2015;650;;;;
Bahia;Nilo Peçanha;635;1.81;31/07/2015;20/08/2015;650;;;;
São Paulo;Vitória Brasil;648;1.67;28/07/2015;17/08/2015;600;;;;
São Paulo;Meridiano;648;1.67;07/08/2015;20/08/2015;600;;;;
Espírito Santo;Pinheiros;648;1.67;04/08/2015;14/10/2015;600;;;;
Mato Grosso do Sul;São Gabriel do Oeste;648;1.67;30/07/2015;19/08/2015;600;;;;
Rio Grande do Sul;Jóia;652;1.53;29/07/2015;21/09/2015;550;;;;
Rio Grande do Norte;Florânia;652;1.53;07/08/2015;22/09/2015;550;;;;
Rio Grande do Norte;Extremoz;654;1.39;07/08/2015;18/08/2015;500;;;;
Ceará;Umari;654;1.39;04/08/2015;21/08/2015;500;;;;
Rio Grande do Norte;Marcelino Vieira;654;1.39;07/08/2015;19/08/2015;500;;;;
Rio Grande do Norte;São Gonçalo do Amarante;654;1.39;07/08/2015;11/09/2015;500;;;;
Ceará;Ipaporanga;654;1.39;04/08/2015;20/08/2015;500;;;;
Ceará;Missão Velha;654;1.39;30/07/2015;20/08/2015;500;;;;
Pernambuco;São José da Coroa Grande;654;1.39;05/08/2015;07/10/2015;500;;;;
Pernambuco;Santa Terezinha;654;1.39;03/08/2015;20/08/2015;500;;;;
Pernambuco;Orobó;654;1.39;31/07/2015;28/08/2015;500;;;;
Pernambuco;Solidão;654;1.39;05/08/2015;20/08/2015;500;;;;
Pernambuco;Tacaimbó;654;1.39;05/08/2015;18/08/2015;500;;;;
Alagoas;Cajueiro;654;1.39;12/08/2015;19/08/2015;500;;;;
Pernambuco;Lagoa do Ouro;654;1.39;31/07/2015;31/08/2015;500;;;;
Pernambuco;Agrestina;654;1.39;29/07/2015;07/10/2015;500;;;;
Rondônia;Governador Jorge Teixeira;654;1.39;02/08/2015;17/08/2015;500;;;;
Acre;Cruzeiro do Sul;654;1.39;27/07/2015;18/08/2015;500;;;;
Acre;Porto Walter;654;1.39;28/07/2015;18/08/2015;500;;;;
Amazonas;Silves;654;1.39;28/07/2015;25/08/2015;500;;;;
Amazonas;Itapiranga;654;1.39;03/08/2015;24/08/2015;500;;;;
Amazonas;Tonantins;654;1.39;28/07/2015;25/08/2015;500;;;;
Roraima;Bonfim;654;1.39;05/08/2015;17/08/2015;500;;;;
Rio de Janeiro;Iguaba Grande;654;1.39;05/08/2015;16/09/2015;500;;;;
Rio de Janeiro;Nova Friburgo;654;1.39;06/08/2015;03/11/2015;500;;;;
Rio de Janeiro;Bom Jesus do Itabapoana;654;1.39;03/08/2015;17/08/2015;500;;;;
Espírito Santo;Itaguaçu;654;1.39;05/08/2015;21/08/2015;500;;;;
Minas Gerais;Ubaporanga;654;1.39;30/07/2015;18/08/2015;500;;;;
Minas Gerais;Varjão de Minas;654;1.39;30/07/2015;18/08/2015;500;;;;
São Paulo;Igaratá;654;1.39;27/07/2015;19/08/2015;500;;;;
São Paulo;Ilha Comprida;654;1.39;27/07/2015;19/08/2015;500;;;;
São Paulo;Gália;654;1.39;03/08/2015;17/08/2015;500;;;;
São Paulo;Guaimbê;654;1.39;05/08/2015;17/08/2015;500;;;;
São Paulo;Américo de Campos;654;1.39;28/07/2015;17/08/2015;500;;;;
São Paulo;Barra do Chapéu;654;1.39;31/07/2015;17/08/2015;500;;;;
São Paulo;Estrela do Norte;654;1.39;06/08/2015;17/08/2015;500;;;;
São Paulo;Casa Branca;654;1.39;03/08/2015;17/08/2015;500;;;;
São Paulo;Alto Alegre;654;1.39;28/07/2015;17/08/2015;500;;;;
São Paulo;Aspásia;654;1.39;28/07/2015;17/08/2015;500;;;;
São Paulo;Alfredo Marcondes;654;1.39;28/07/2015;15/09/2015;500;;;;
São Paulo;Adolfo;654;1.39;27/07/2015;17/08/2015;500;;;;
São Paulo;Pacaembu;654;1.39;07/08/2015;18/08/2015;500;;;;
São Paulo;Pindorama;654;1.39;07/08/2015;21/08/2015;500;;;;
São Paulo;Viradouro;654;1.39;28/07/2015;17/08/2015;500;;;;
São Paulo;Ubarana;654;1.39;28/07/2015;17/08/2015;500;;;;
São Paulo;Taquarivaí;654;1.39;31/07/2015;19/08/2015;500;;;;
São Paulo;Roseira;654;1.39;03/08/2015;20/08/2015;500;;;;
São Paulo;Santana de Parnaíba;654;1.39;03/08/2015;20/08/2015;500;;;;
Paraná;Carambeí;654;1.39;31/07/2015;07/10/2015;500;;;;
Paraná;Grandes Rios;654;1.39;30/07/2015;20/08/2015;500;;;;
Paraná;Doutor Camargo;654;1.39;30/07/2015;21/09/2015;500;;;;
Paraná;Diamante do Sul;654;1.39;29/07/2015;15/09/2015;500;;;;
Paraná;Cidade Gaúcha;654;1.39;29/07/2015;06/10/2015;500;;;;
Paraná;Nova Santa Rosa;654;1.39;04/08/2015;04/11/2015;500;;;;
Paraná;Jardim Alegre;654;1.39;31/07/2015;15/09/2015;500;;;;
Paraná;Salto do Lontra;654;1.39;31/07/2015;19/08/2015;500;;;;
Paraná;Perobal;654;1.39;03/08/2015;21/08/2015;500;;;;
Bahia;Matina;654;1.39;03/08/2015;20/08/2015;500;;;;
Bahia;Riachão do Jacuípe;654;1.39;31/07/2015;05/11/2015;500;;;;
Bahia;Dom Macedo Costa;654;1.39;05/08/2015;16/10/2015;500;;;;
Sergipe;Telha;654;1.39;29/07/2015;17/08/2015;500;;;;
Sergipe;Lagarto;654;1.39;28/07/2015;20/08/2015;500;;;;
Sergipe;Rosário do Catete;654;1.39;28/07/2015;17/08/2015;500;;;;
Sergipe;São Cristóvão;654;1.39;29/07/2015;17/08/2015;500;;;;
Sergipe;São Francisco;654;1.39;28/07/2015;17/08/2015;500;;;;
Alagoas;Rio Largo;654;1.39;07/08/2015;19/08/2015;500;;;;
Alagoas;São Sebastião;654;1.39;27/07/2015;17/08/2015;500;;;;
Alagoas;Piaçabuçu;654;1.39;05/08/2015;17/08/2015;500;;;;
Minas Gerais;São Francisco de Paula;654;1.39;29/07/2015;17/08/2015;500;;;;
Minas Gerais;São Pedro da União;654;1.39;29/07/2015;17/08/2015;500;;;;
Minas Gerais;São Roque de Minas;654;1.39;29/07/2015;17/08/2015;500;;;;
Minas Gerais;Palmópolis;654;1.39;05/08/2015;19/08/2015;500;;;;
Minas Gerais;Heliodora;654;1.39;01/08/2015;05/11/2015;500;;;;
Minas Gerais;Bandeira;654;1.39;03/08/2015;18/08/2015;500;;;;
Minas Gerais;Cedro do Abaeté;654;1.39;04/08/2015;19/08/2015;500;;;;
Minas Gerais;Estiva;654;1.39;03/08/2015;18/08/2015;500;;;;
Minas Gerais;Argirita;654;1.39;03/08/2015;18/08/2015;500;;;;
Rio Grande do Sul;Três Arroios;654;1.39;29/07/2015;18/08/2015;500;;;;
Mato Grosso do Sul;Jateí;654;1.39;27/07/2015;20/08/2015;500;;;;
Mato Grosso do Sul;Japorã;654;1.39;27/07/2015;15/09/2015;500;;;;
Mato Grosso;São José do Rio Claro;654;1.39;29/07/2015;19/08/2015;500;;;;
Mato Grosso;São Pedro da Cipa;654;1.39;29/07/2015;19/08/2015;500;;;;
Mato Grosso;Juruena;654;1.39;03/08/2015;18/08/2015;500;;;;
Mato Grosso;General Carneiro;654;1.39;30/07/2015;17/08/2015;500;;;;
Mato Grosso;Cocalinho;654;1.39;29/07/2015;16/10/2015;500;;;;
Mato Grosso;Colniza;654;1.39;29/07/2015;17/08/2015;500;;;;
Rio Grande do Sul;Dona Francisca;654;1.39;28/07/2015;17/08/2015;500;;;;
Rio Grande do Sul;Barra Funda;654;1.39;07/08/2015;08/09/2015;500;;;;
Santa Catarina;Aurora;654;1.39;17/08/2015;04/11/2015;500;;;;
Goiás;Cachoeira de Goiás;654;1.39;31/07/2015;20/08/2015;500;;;;
Goiás;Caiapônia;654;1.39;31/07/2015;21/08/2015;500;;;;
Goiás;Caldas Novas;654;1.39;31/07/2015;09/10/2015;500;;;;
Goiás;Anicuns;654;1.39;29/07/2015;06/10/2015;500;;;;
Goiás;Aragoiânia;654;1.39;29/07/2015;21/08/2015;500;;;;
Mato Grosso;União do Sul;654;1.39;30/07/2015;17/08/2015;500;;;;
Goiás;Barro Alto;654;1.39;30/07/2015;21/08/2015;500;;;;
Mato Grosso;Serra Nova Dourada;654;1.39;29/07/2015;19/08/2015;500;;;;
Goiás;Piranhas;654;1.39;31/07/2015;21/08/2015;500;;;;
Goiás;Mozarlândia;654;1.39;29/07/2015;21/08/2015;500;;;;
Goiás;Matrinchã;654;1.39;29/07/2015;21/08/2015;500;;;;
Goiás;Cezarina;654;1.39;03/08/2015;21/08/2015;500;;;;
Goiás;Joviânia;654;1.39;31/07/2015;06/10/2015;500;;;;
Goiás;São Francisco de Goiás;654;1.39;31/07/2015;05/11/2015;500;;;;
Goiás;São Luís de Montes Belos;654;1.39;28/07/2015;20/08/2015;500;;;;
Goiás;Santa Tereza de Goiás;654;1.39;28/07/2015;20/08/2015;500;;;;
Espírito Santo;Linhares;757;1.25;31/07/2015;06/11/2015;450;;;;
Minas Gerais;Cláudio;758;1.11;04/08/2015;19/08/2015;400;;;;
Acre;Marechal Thaumaturgo;758;1.11;27/07/2015;18/08/2015;400;;;;
Ceará;Catunda;758;1.11;30/07/2015;13/10/2015;400;;;;
Ceará;Granjeiro;758;1.11;31/07/2015;06/11/2015;400;;;;
Ceará;Barbalha;758;1.11;30/07/2015;19/08/2015;400;;;;
Ceará;Crato;758;1.11;30/07/2015;14/10/2015;400;;;;
Goiás;Damianópolis;758;1.11;29/07/2015;06/11/2015;400;;;;
Rio Grande do Sul;Campina das Missões;758;1.11;07/08/2015;17/08/2015;400;;;;
Mato Grosso;Campos de Júlio;758;1.11;28/07/2015;20/08/2015;400;;;;
Ceará;Deputado Irapuan Pinheiro;767;0.83;30/07/2015;13/10/2015;300;;;;
Maranhão;Nova Colinas;767;0.83;03/08/2015;19/08/2015;300;;;;
Maranhão;Apicum-Açu;767;0.83;29/07/2015;19/08/2015;300;;;;
Maranhão;Governador Nunes Freire;767;0.83;31/07/2015;19/08/2015;300;;;;
Maranhão;Altamira do Maranhão;767;0.83;29/07/2015;19/08/2015;300;;;;
Maranhão;Lago do Junco;767;0.83;02/08/2015;19/08/2015;300;;;;
Maranhão;Loreto;767;0.83;02/08/2015;19/08/2015;300;;;;
Maranhão;Maranhãozinho;767;0.83;03/08/2015;19/08/2015;300;;;;
Minas Gerais;Senhora dos Remédios;767;0.83;29/07/2015;18/08/2015;300;;;;
Rio de Janeiro;São José de Ubá;767;0.83;04/08/2015;19/08/2015;300;;;;
Paraná;Iguatu;767;0.83;30/07/2015;15/09/2015;300;;;;
São Paulo;Silveiras;767;0.83;03/08/2015;15/09/2015;300;;;;
Minas Gerais;Maripá de Minas;779;0.69;01/08/2015;05/11/2015;250;;;;
Amazonas;Nhamundá;779;0.69;29/07/2015;16/10/2015;250;;;;
Rio Grande do Norte;Timbaúba dos Batistas;781;0.56;07/08/2015;22/09/2015;200;;;;
Rio Grande do Norte;Lagoa Nova;781;0.56;05/08/2015;04/11/2015;200;;;;
Minas Gerais;Serrania;781;0.56;29/07/2015;18/08/2015;200;;;;
Minas Gerais;São João Nepomuceno;781;0.56;29/07/2015;17/08/2015;200;;;;
Minas Gerais;São Geraldo do Baixio;781;0.56;29/07/2015;17/08/2015;200;;;;
Minas Gerais;Pedrinópolis;781;0.56;05/08/2015;19/08/2015;200;;;;
Minas Gerais;Santana do Riacho;781;0.56;29/07/2015;17/08/2015;200;;;;
Alagoas;Palmeira dos Índios;781;0.56;07/08/2015;16/10/2015;200;;;;
Alagoas;Santana do Mundaú;781;0.56;07/08/2015;16/10/2015;200;;;;
Bahia;Cristópolis;781;0.56;05/08/2015;07/10/2015;200;;;;
São Paulo;Santo Expedito;781;0.56;03/08/2015;19/10/2015;200;;;;
São Paulo;São Joaquim da Barra;781;0.56;03/08/2015;21/08/2015;200;;;;
Mato Grosso do Sul;Jaraguari;781;0.56;27/07/2015;16/09/2015;200;;;;
Mato Grosso do Sul;Antônio João;781;0.56;30/07/2015;19/08/2015;200;;;;
Mato Grosso do Sul;Douradina;781;0.56;30/07/2015;19/08/2015;200;;;;
Mato Grosso;Bom Jesus do Araguaia;781;0.56;28/07/2015;16/10/2015;200;;;;
Mato Grosso do Sul;Sete Quedas;781;0.56;31/07/2015;19/08/2015;200;;;;
Goiás;Cidade Ocidental;781;0.56;27/07/2015;15/10/2015;200;;;;
Goiás;Colinas do Sul;799;0;28/07/2015;08/10/2015;0;;;;
Goiás;Cristalina;799;0;28/07/2015;06/10/2015;0;;;;
Goiás;Jussara;799;0;31/07/2015;06/10/2015;0;;;;
Goiás;Heitoraí;799;0;31/07/2015;06/10/2015;0;;;;
Goiás;Itapirapuã;799;0;31/07/2015;06/10/2015;0;;;;
Goiás;Leopoldo de Bulhões;799;0;28/07/2015;21/08/2015;0;;;;
Goiás;Niquelândia;799;0;29/07/2015;21/08/2015;0;;;;
Goiás;Nova Aurora;799;0;30/07/2015;21/08/2015;0;;;;
Goiás;Rio Verde;799;0;31/07/2015;08/10/2015;0;;;;
Goiás;Sanclerlândia;799;0;31/07/2015;21/08/2015;0;;;;
Goiás;Santa Bárbara de Goiás;799;0;28/07/2015;20/08/2015;0;;;;
Goiás;Água Fria de Goiás;799;0;29/07/2015;17/08/2015;0;;;;
Mato Grosso;Torixoréu;799;0;30/07/2015;16/10/2015;0;;;;
Goiás;Aurilândia;799;0;29/07/2015;07/10/2015;0;;;;
Goiás;Aparecida de Goiânia;799;0;29/07/2015;07/10/2015;0;;;;
Goiás;Castelândia;799;0;03/08/2015;18/08/2015;0;;;;
Goiás;Cachoeira Alta;799;0;31/07/2015;20/08/2015;0;;;;
Goiás;Terezópolis de Goiás;799;0;29/07/2015;20/08/2015;0;;;;
Goiás;Turvelândia;799;0;29/07/2015;20/08/2015;0;;;;
Goiás;Varjão;799;0;29/07/2015;20/08/2015;0;;;;
Goiás;Vianópolis;799;0;29/07/2015;20/08/2015;0;;;;
Goiás;Vicentinópolis;799;0;29/07/2015;09/10/2015;0;;;;
Mato Grosso do Sul;Porto Murtinho;799;0;30/07/2015;19/08/2015;0;;;;
Mato Grosso do Sul;Nioaque;799;0;29/07/2015;18/08/2015;0;;;;
Mato Grosso do Sul;Nova Alvorada do Sul;799;0;29/07/2015;15/09/2015;0;;;;
Mato Grosso do Sul;Paraíso das Águas;799;0;29/07/2015;18/08/2015;0;;;;
Mato Grosso do Sul;Paranaíba;799;0;30/07/2015;18/08/2015;0;;;;
Mato Grosso do Sul;Sonora;799;0;31/07/2015;19/08/2015;0;;;;
Mato Grosso do Sul;Dourados;799;0;30/07/2015;03/11/2015;0;;;;
Mato Grosso do Sul;Laguna Carapã;799;0;28/07/2015;17/08/2015;0;;;;
Mato Grosso do Sul;Maracaju;799;0;28/07/2015;17/08/2015;0;;;;
Mato Grosso do Sul;Miranda;799;0;28/07/2015;17/08/2015;0;;;;
Mato Grosso do Sul;Mundo Novo;799;0;29/07/2015;18/08/2015;0;;;;
Mato Grosso;Jauru;799;0;31/07/2015;06/11/2015;0;;;;
Mato Grosso;Ribeirão Cascalheira;799;0;29/07/2015;17/08/2015;0;;;;
Rio Grande do Sul;Tavares;799;0;29/07/2015;18/08/2015;0;;;;
Rio Grande do Sul;São José do Sul;799;0;05/08/2015;20/08/2015;0;;;;
Rio Grande do Sul;Santana da Boa Vista;799;0;31/07/2015;19/08/2015;0;;;;
Rio Grande do Sul;São Vicente do Sul;799;0;28/07/2015;17/08/2015;0;;;;
Rio Grande do Sul;Sede Nova;799;0;28/07/2015;17/08/2015;0;;;;
Rio Grande do Sul;Senador Salgado Filho;799;0;28/07/2015;17/08/2015;0;;;;
Mato Grosso do Sul;Alcinópolis;799;0;30/07/2015;19/08/2015;0;;;;
Mato Grosso do Sul;Bataguassu;799;0;30/07/2015;19/08/2015;0;;;;
Mato Grosso do Sul;Bonito;799;0;30/07/2015;16/10/2015;0;;;;
Mato Grosso do Sul;Brasilândia;799;0;30/07/2015;19/08/2015;0;;;;
Rio Grande do Sul;Vale Verde;799;0;29/07/2015;18/08/2015;0;;;;
Rio Grande do Sul;Xangri-lá;799;0;30/07/2015;18/08/2015;0;;;;
Rio Grande do Sul;Vitória das Missões;799;0;30/07/2015;18/08/2015;0;;;;
Rio Grande do Sul;Jaguarão;799;0;29/07/2015;20/08/2015;0;;;;
Rio Grande do Sul;Jaquirana;799;0;29/07/2015;19/08/2015;0;;;;
Rio Grande do Sul;Rosário do Sul;799;0;05/08/2015;19/08/2015;0;;;;
Rio Grande do Sul;Rolante;799;0;30/07/2015;19/08/2015;0;;;;
Rio Grande do Sul;Camaquã;799;0;07/08/2015;17/08/2015;0;;;;
Rio Grande do Sul;Bom Princípio;799;0;07/08/2015;08/09/2015;0;;;;
Rio Grande do Sul;Bom Progresso;799;0;07/08/2015;17/08/2015;0;;;;
Rio Grande do Sul;Dom Pedro de Alcântara;799;0;28/07/2015;17/08/2015;0;;;;
Rio Grande do Sul;Engenho Velho;799;0;29/07/2015;17/08/2015;0;;;;
Rio Grande do Sul;Erval Seco;799;0;29/07/2015;18/08/2015;0;;;;
Rio Grande do Sul;Guarani das Missões;799;0;29/07/2015;18/08/2015;0;;;;
Rio Grande do Sul;Hulha Negra;799;0;29/07/2015;18/08/2015;0;;;;
Rio Grande do Sul;Augusto Pestana;799;0;07/08/2015;17/08/2015;0;;;;
Rio Grande do Sul;Barra do Guarita;799;0;07/08/2015;08/09/2015;0;;;;
Rio Grande do Sul;Ametista do Sul;799;0;07/08/2015;17/08/2015;0;;;;
Santa Catarina;Santa Rosa de Lima;799;0;27/07/2015;19/08/2015;0;;;;
Santa Catarina;Santa Rosa do Sul;799;0;27/07/2015;19/08/2015;0;;;;
Santa Catarina;São Joaquim;799;0;27/07/2015;19/08/2015;0;;;;
Paraná;Três Barras do Paraná;799;0;31/07/2015;04/10/2015;0;;;;
Paraná;Tupãssi;799;0;31/07/2015;19/08/2015;0;;;;
Paraná;Ventania;799;0;01/08/2015;19/08/2015;0;;;;
Paraná;Doutor Ulysses;799;0;30/07/2015;18/08/2015;0;;;;
Paraná;Santo Antônio do Sudoeste;799;0;31/07/2015;17/08/2015;0;;;;
Paraná;São Jorge d'Oeste;799;0;31/07/2015;17/08/2015;0;;;;
Paraná;São José dos Pinhais;799;0;28/07/2015;18/08/2015;0;;;;
Paraná;Saudade do Iguaçu;799;0;29/07/2015;18/08/2015;0;;;;
Paraná;Serranópolis do Iguaçu;799;0;29/07/2015;18/08/2015;0;;;;
Paraná;Sertaneja;799;0;29/07/2015;18/08/2015;0;;;;
Santa Catarina;Celso Ramos;799;0;29/07/2015;15/10/2015;0;;;;
Santa Catarina;Passo de Torres;799;0;31/07/2015;18/08/2015;0;;;;
São Paulo;São Manuel;799;0;03/08/2015;21/08/2015;0;;;;
São Paulo;São Miguel Arcanjo;799;0;03/08/2015;21/08/2015;0;;;;
São Paulo;Santa Rita do Passa Quatro;799;0;03/08/2015;20/08/2015;0;;;;
São Paulo;Santa Salete;799;0;03/08/2015;21/08/2015;0;;;;
São Paulo;Ribeirão dos Índios;799;0;03/08/2015;20/08/2015;0;;;;
