nome_estado;municipio;posicao_ebt;nota;dt_inicio_avaliacao;dt_fim_avaliacao;total_pontos;;;;
São Paulo;Guaraci;870;3.61;08/07/2016;09/12/2016;1300;;;;
Paraíba;São Bento;870;3.61;22/07/2016;26/09/2016;1300;;;;
Maranhão;Senador La Rocque;870;3.61;26/07/2016;11/01/2017;1300;;;;
Santa Catarina;Araquari;870;3.61;14/07/2016;10/11/2016;1300;;;;
Ceará;Acaraú;870;3.61;12/08/2016;19/11/2016;1300;;;;
Paraíba;São Vicente do Seridó;870;3.61;28/07/2016;13/01/2017;1300;;;;
Ceará;Jijoca de Jericoacoara;870;3.61;11/08/2016;30/09/2016;1300;;;;
Alagoas;São José da Tapera;870;3.61;04/07/2016;03/10/2016;1300;;;;
Pernambuco;Solidão;870;3.61;02/08/2016;26/09/2016;1300;;;;
Minas Gerais;Uberlândia;870;3.61;15/07/2016;10/01/2017;1300;;;;
São Paulo;Mendonça;870;3.61;13/07/2016;17/11/2016;1300;;;;
Paraná;Lapa;870;3.61;09/08/2016;09/01/2017;1300;;;;
Paraíba;Cacimbas;870;3.61;25/07/2016;07/12/2016;1300;;;;
Paraíba;Guarabira;870;3.61;14/07/2016;07/10/2016;1300;;;;
Paraíba;Monteiro;870;3.61;18/07/2016;03/10/2016;1300;;;;
Pará;Tucumã;870;3.61;12/08/2016;07/12/2016;1300;;;;
Mato Grosso;Itaúba;870;3.61;29/07/2016;07/10/2016;1300;;;;
Minas Gerais;Mariana;870;3.61;11/07/2016;03/10/2016;1300;;;;
Piauí;Vila Nova do Piauí;870;3.61;15/07/2016;12/12/2016;1300;;;;
Rio de Janeiro;Porciúncula;870;3.61;10/08/2016;14/11/2016;1300;;;;
Rio Grande do Norte;Angicos;870;3.61;28/06/2016;12/01/2017;1300;;;;
Paraná;União da Vitória;870;3.61;11/07/2016;26/12/2016;1300;;;;
Sergipe;Feira Nova;870;3.61;03/08/2016;07/10/2016;1300;;;;
Goiás;Mozarlândia;896;3.47;27/07/2016;08/12/2016;1250;;;;
Mato Grosso;Bom Jesus do Araguaia;896;3.47;12/07/2016;06/10/2016;1250;;;;
Mato Grosso do Sul;Guia Lopes da Laguna;896;3.47;10/08/2016;05/10/2016;1250;;;;
Bahia;Saubara;896;3.47;03/08/2016;05/10/2016;1250;;;;
Paraíba;Baía da Traição;896;3.47;04/08/2016;07/12/2016;1250;;;;
Rio Grande do Sul;Butiá;896;3.47;13/07/2016;16/09/2016;1250;;;;
São Paulo;Mairinque;896;3.47;25/07/2016;20/09/2016;1250;;;;
Rio Grande do Sul;Entre Rios do Sul;896;3.47;06/07/2016;07/11/2016;1250;;;;
Paraíba;Tacima;896;3.47;29/07/2016;21/09/2016;1250;;;;
Sergipe;Aracaju;896;3.47;28/06/2016;09/01/2017;1250;;;;
Maranhão;Santa Helena;896;3.47;22/07/2016;28/09/2016;1250;;;;
São Paulo;Ibirarema;896;3.47;05/07/2016;24/11/2016;1250;;;;
Rondônia;Cerejeiras;896;3.47;25/08/2016;17/11/2016;1250;;;;
Rio Grande do Norte;Serra Caiada;896;3.47;23/08/2016;29/11/2016;1250;;;;
Rio Grande do Sul;Monte Belo do Sul;896;3.47;01/08/2016;07/11/2016;1250;;;;
Rio Grande do Sul;Sobradinho;896;3.47;05/07/2016;16/09/2016;1250;;;;
Minas Gerais;Brazópolis;912;3.33;12/07/2016;16/09/2016;1200;;;;
Rio Grande do Sul;São Jerônimo;912;3.33;26/07/2016;13/09/2016;1200;;;;
Rondônia;Alto Alegre dos Parecis;912;3.33;18/07/2016;02/01/2017;1200;;;;
Rondônia;Castanheiras;912;3.33;27/07/2016;04/01/2017;1200;;;;
Rondônia;Buritis;912;3.33;25/07/2016;03/01/2017;1200;;;;
São Paulo;Brotas;912;3.33;26/07/2016;10/01/2017;1200;;;;
São Paulo;Guariba;912;3.33;08/07/2016;09/12/2016;1200;;;;
São Paulo;Guará;912;3.33;07/07/2016;10/01/2017;1200;;;;
São Paulo;Embaúba;912;3.33;05/07/2016;07/10/2016;1200;;;;
São Paulo;Cubatão;912;3.33;29/06/2016;12/09/2016;1200;;;;
São Paulo;Estrela do Norte;912;3.33;05/07/2016;10/01/2017;1200;;;;
Maranhão;Rosário;912;3.33;21/07/2016;28/09/2016;1200;;;;
Maranhão;São José de Ribamar;912;3.33;25/07/2016;01/12/2016;1200;;;;
Maranhão;Presidente Dutra;912;3.33;01/08/2016;06/01/2017;1200;;;;
Minas Gerais;Argirita;912;3.33;13/07/2016;26/09/2016;1200;;;;
Minas Gerais;Abre Campo;912;3.33;04/07/2016;07/01/2017;1200;;;;
Santa Catarina;Içara;912;3.33;19/07/2016;26/09/2016;1200;;;;
Santa Catarina;Faxinal dos Guedes;912;3.33;24/08/2016;23/09/2016;1200;;;;
Santa Catarina;Canoinhas;912;3.33;16/08/2016;15/09/2016;1200;;;;
Santa Catarina;Paial;912;3.33;10/08/2016;04/10/2016;1200;;;;
Bahia;Xique-Xique;912;3.33;12/08/2016;04/10/2016;1200;;;;
Ceará;Aquiraz;912;3.33;29/06/2016;16/09/2016;1200;;;;
Espírito Santo;Mantenópolis;912;3.33;05/08/2016;04/01/2017;1200;;;;
Espírito Santo;Marataízes;912;3.33;05/08/2016;04/01/2017;1200;;;;
Ceará;Capistrano;912;3.33;29/07/2016;22/09/2016;1200;;;;
Goiás;Aparecida de Goiânia;912;3.33;13/07/2016;01/12/2016;1200;;;;
Goiás;Bom Jardim de Goiás;912;3.33;14/07/2016;06/12/2016;1200;;;;
Santa Catarina;Campo Belo do Sul;912;3.33;15/08/2016;15/09/2016;1200;;;;
Goiás;Hidrolina;912;3.33;20/07/2016;20/09/2016;1200;;;;
Goiás;Flores de Goiás;912;3.33;20/07/2016;07/12/2016;1200;;;;
Goiás;Caturaí;912;3.33;18/07/2016;20/09/2016;1200;;;;
Goiás;Ceres;912;3.33;18/07/2016;20/09/2016;1200;;;;
Goiás;Carmo do Rio Verde;912;3.33;17/07/2016;20/09/2016;1200;;;;
Pernambuco;Dormentes;912;3.33;19/08/2016;19/09/2016;1200;;;;
Pernambuco;Cedro;912;3.33;06/07/2016;04/01/2017;1200;;;;
Ceará;Jucás;912;3.33;17/08/2016;02/01/2017;1200;;;;
Ceará;Mauriti;912;3.33;17/08/2016;07/10/2016;1200;;;;
Ceará;Milhã;912;3.33;17/08/2016;29/09/2016;1200;;;;
Ceará;Senador Pompeu;912;3.33;07/07/2016;06/10/2016;1200;;;;
Ceará;Novo Oriente;912;3.33;18/08/2016;02/01/2017;1200;;;;
Ceará;Reriutaba;912;3.33;06/07/2016;03/01/2017;1200;;;;
Ceará;Tururu;912;3.33;07/07/2016;30/09/2016;1200;;;;
Ceará;Umari;912;3.33;08/07/2016;27/09/2016;1200;;;;
Bahia;Crisópolis;912;3.33;16/08/2016;24/11/2016;1200;;;;
Bahia;Cordeiros;912;3.33;16/08/2016;24/11/2016;1200;;;;
Ceará;Graça;912;3.33;03/08/2016;22/09/2016;1200;;;;
Ceará;Ipaumirim;912;3.33;11/08/2016;02/01/2017;1200;;;;
Ceará;Iguatu;912;3.33;09/08/2016;29/11/2016;1200;;;;
Ceará;Independência;912;3.33;09/08/2016;30/09/2016;1200;;;;
Ceará;Horizonte;912;3.33;17/08/2016;04/10/2016;1200;;;;
Piauí;Cajueiro da Praia;912;3.33;17/08/2016;05/01/2017;1200;;;;
Piauí;Campinas do Piauí;912;3.33;16/08/2016;05/01/2017;1200;;;;
Piauí;Campo Alegre do Fidalgo;912;3.33;16/08/2016;05/01/2017;1200;;;;
Piauí;Caracol;912;3.33;16/08/2016;06/01/2017;1200;;;;
Piauí;Amarante;912;3.33;05/08/2016;28/09/2016;1200;;;;
Pernambuco;Santa Filomena;912;3.33;18/08/2016;05/01/2017;1200;;;;
São Paulo;Vera Cruz;912;3.33;29/06/2016;20/12/2016;1200;;;;
São Paulo;Viradouro;912;3.33;29/06/2016;21/12/2016;1200;;;;
Piauí;Milton Brandão;912;3.33;09/08/2016;05/01/2017;1200;;;;
São Paulo;Patrocínio Paulista;912;3.33;14/07/2016;23/11/2016;1200;;;;
Piauí;Regeneração;912;3.33;16/08/2016;14/09/2016;1200;;;;
Piauí;Ribeira do Piauí;912;3.33;16/08/2016;14/09/2016;1200;;;;
Piauí;Porto Alegre do Piauí;912;3.33;15/08/2016;05/01/2017;1200;;;;
São Paulo;Presidente Alves;912;3.33;15/07/2016;20/09/2016;1200;;;;
São Paulo;Ribeirão dos Índios;912;3.33;18/07/2016;17/11/2016;1200;;;;
Amazonas;Carauari;912;3.33;15/07/2016;04/10/2016;1200;;;;
Amazonas;Silves;912;3.33;12/07/2016;29/09/2016;1200;;;;
Piauí;Madeiro;912;3.33;18/08/2016;05/01/2017;1200;;;;
Piauí;Manoel Emídio;912;3.33;18/08/2016;10/10/2016;1200;;;;
Piauí;Joca Marques;912;3.33;18/08/2016;05/01/2017;1200;;;;
Piauí;Itainópolis;912;3.33;17/08/2016;05/01/2017;1200;;;;
Piauí;Itaueira;912;3.33;17/08/2016;10/10/2016;1200;;;;
Piauí;Jatobá do Piauí;912;3.33;17/08/2016;10/10/2016;1200;;;;
Piauí;Corrente;912;3.33;16/08/2016;05/12/2016;1200;;;;
Piauí;Caridade do Piauí;912;3.33;16/08/2016;05/01/2017;1200;;;;
Piauí;Esperantina;912;3.33;17/08/2016;10/10/2016;1200;;;;
Piauí;Guadalupe;912;3.33;17/08/2016;10/10/2016;1200;;;;
Piauí;Ipiranga do Piauí;912;3.33;17/08/2016;10/10/2016;1200;;;;
Alagoas;Palmeira dos Índios;912;3.33;03/07/2016;27/09/2016;1200;;;;
Alagoas;Major Isidoro;912;3.33;20/07/2016;07/10/2016;1200;;;;
Rio Grande do Sul;Esteio;912;3.33;30/07/2016;03/10/2016;1200;;;;
Rio Grande do Sul;Carlos Gomes;912;3.33;08/08/2016;22/09/2016;1200;;;;
Rio Grande do Sul;Dona Francisca;912;3.33;04/07/2016;03/10/2016;1200;;;;
Rio Grande do Sul;Guarani das Missões;912;3.33;29/07/2016;20/09/2016;1200;;;;
São Paulo;Marinópolis;912;3.33;13/07/2016;17/11/2016;1200;;;;
São Paulo;Monte Castelo;912;3.33;13/07/2016;07/10/2016;1200;;;;
São Paulo;Palmeira d'Oeste;912;3.33;14/07/2016;09/12/2016;1200;;;;
Paraná;Iguaraçu;912;3.33;03/08/2016;09/01/2017;1200;;;;
Paraná;Mandaguaçu;912;3.33;26/07/2016;14/12/2016;1200;;;;
Paraná;Jardim Alegre;912;3.33;27/07/2016;14/12/2016;1200;;;;
Paraná;Itaperuçu;912;3.33;01/08/2016;13/12/2016;1200;;;;
Paraná;Pranchita;912;3.33;05/07/2016;16/12/2016;1200;;;;
Mato Grosso do Sul;Bandeirantes;912;3.33;03/08/2016;04/10/2016;1200;;;;
Pará;Aurora do Pará;912;3.33;23/08/2016;27/09/2016;1200;;;;
Minas Gerais;Pedras de Maria da Cruz;912;3.33;13/07/2016;04/10/2016;1200;;;;
Minas Gerais;São João do Oriente;912;3.33;27/06/2016;14/01/2017;1200;;;;
Rondônia;Theobroma;912;3.33;17/08/2016;15/09/2016;1200;;;;
Rondônia;Urupá;912;3.33;17/08/2016;12/01/2017;1200;;;;
Rondônia;Vale do Anari;912;3.33;29/06/2016;15/09/2016;1200;;;;
Bahia;Santa Cruz Cabrália;912;3.33;13/07/2016;29/09/2016;1200;;;;
Bahia;Retirolândia;912;3.33;12/07/2016;19/11/2016;1200;;;;
Bahia;Riachão do Jacuípe;912;3.33;12/07/2016;20/09/2016;1200;;;;
Mato Grosso do Sul;Nioaque;912;3.33;06/07/2016;03/10/2016;1200;;;;
Mato Grosso do Sul;São Gabriel do Oeste;912;3.33;08/07/2016;10/01/2017;1200;;;;
Mato Grosso do Sul;Paraíso das Aguas;912;3.33;07/07/2016;03/10/2016;1200;;;;
Mato Grosso;Diamantino;912;3.33;28/07/2016;04/10/2016;1200;;;;
Tocantins;Rio dos Bois;912;3.33;05/07/2016;10/10/2016;1200;;;;
Goiás;Montividiu do Norte;912;3.33;27/07/2016;08/12/2016;1200;;;;
Tocantins;Sandolândia;912;3.33;06/07/2016;10/10/2016;1200;;;;
Tocantins;Monte do Carmo;912;3.33;30/06/2016;21/09/2016;1200;;;;
Tocantins;Natividade;912;3.33;26/07/2016;21/09/2016;1200;;;;
Piauí;Várzea Branca;912;3.33;15/07/2016;09/12/2016;1200;;;;
Piauí;Várzea Grande;912;3.33;15/07/2016;09/12/2016;1200;;;;
Piauí;Vera Mendes;912;3.33;15/07/2016;09/12/2016;1200;;;;
Tocantins;Arraias;912;3.33;08/07/2016;07/10/2016;1200;;;;
Tocantins;Carmolândia;912;3.33;12/07/2016;07/10/2016;1200;;;;
Paraná;Diamante do Sul;912;3.33;28/07/2016;13/12/2016;1200;;;;
Maranhão;Bom Lugar;912;3.33;25/07/2016;21/09/2016;1200;;;;
Goiás;São Miguel do Passa Quatro;912;3.33;29/07/2016;08/12/2016;1200;;;;
Goiás;Terezópolis de Goiás;912;3.33;11/07/2016;05/01/2017;1200;;;;
Goiás;Turvelândia;912;3.33;22/07/2016;05/01/2017;1200;;;;
Goiás;Rio Quente;912;3.33;03/08/2016;08/12/2016;1200;;;;
Sergipe;Gracho Cardoso;912;3.33;17/08/2016;07/10/2016;1200;;;;
Sergipe;Rosário do Catete;912;3.33;30/06/2016;03/10/2016;1200;;;;
Sergipe;São Cristóvão;912;3.33;29/06/2016;07/10/2016;1200;;;;
Sergipe;São Domingos;912;3.33;30/06/2016;13/01/2017;1200;;;;
Sergipe;São Francisco;912;3.33;12/07/2016;13/01/2017;1200;;;;
Rio de Janeiro;Belford Roxo;912;3.33;12/07/2016;27/12/2016;1200;;;;
Rio de Janeiro;Campos dos Goytacazes;912;3.33;12/07/2016;27/12/2016;1200;;;;
Rio de Janeiro;Maricá;912;3.33;06/07/2016;09/01/2017;1200;;;;
Piauí;São Raimundo Nonato;912;3.33;14/07/2016;08/12/2016;1200;;;;
Piauí;São Francisco do Piauí;912;3.33;13/07/2016;11/01/2017;1200;;;;
Piauí;Santo Antônio de Lisboa;912;3.33;13/07/2016;07/12/2016;1200;;;;
Rio de Janeiro;Porto Real;912;3.33;09/08/2016;12/01/2017;1200;;;;
Rio de Janeiro;Nova Friburgo;912;3.33;10/08/2016;28/12/2016;1200;;;;
Santa Catarina;Tangará;912;3.33;06/07/2016;21/09/2016;1200;;;;
Santa Catarina;Timbó Grande;912;3.33;06/07/2016;27/09/2016;1200;;;;
Sergipe;Carmópolis;912;3.33;13/07/2016;21/09/2016;1200;;;;
Pará;Curuá;912;3.33;06/07/2016;06/10/2016;1200;;;;
Pará;Santa Bárbara do Pará;912;3.33;17/08/2016;03/10/2016;1200;;;;
Santa Catarina;São José;1052;3.19;07/07/2016;10/11/2016;1150;;;;
Maranhão;Alcântara;1052;3.19;22/07/2016;05/01/2017;1150;;;;
Mato Grosso;Marcelândia;1052;3.19;16/08/2016;07/10/2016;1150;;;;
Paraíba;Catingueira;1052;3.19;21/07/2016;05/10/2016;1150;;;;
Paraná;Quinta do Sol;1052;3.19;05/07/2016;16/12/2016;1150;;;;
São Paulo;Pontal;1052;3.19;15/07/2016;12/12/2016;1150;;;;
Pernambuco;Vertentes;1052;3.19;04/08/2016;10/01/2017;1150;;;;
Pernambuco;Camocim de São Félix;1052;3.19;12/08/2016;14/09/2016;1150;;;;
Pernambuco;Cortês;1052;3.19;11/07/2016;19/09/2016;1150;;;;
Pernambuco;Orobó;1052;3.19;05/08/2016;04/01/2017;1150;;;;
São Paulo;Iacri;1052;3.19;04/07/2016;24/11/2016;1150;;;;
Rio Grande do Sul;Westfalia;1052;3.19;27/06/2016;08/11/2016;1150;;;;
Tocantins;Couto de Magalhães;1064;3.06;29/06/2016;19/12/2016;1100;;;;
Tocantins;Pindorama do Tocantins;1065;3.05;28/06/2016;10/10/2016;1100;;;;
Tocantins;Presidente Kennedy;1065;3.05;01/07/2016;10/10/2016;1100;;;;
Goiás;Niquelândia;1065;3.05;27/07/2016;05/01/2017;1100;;;;
Tocantins;Brejinho de Nazaré;1065;3.05;12/07/2016;07/10/2016;1100;;;;
Minas Gerais;Guidoval;1065;3.05;01/07/2016;26/09/2016;1100;;;;
Minas Gerais;Felixlândia;1065;3.05;29/06/2016;22/09/2016;1100;;;;
Sergipe;Cedro de São João;1065;3.05;06/07/2016;21/09/2016;1100;;;;
Pará;Irituia;1065;3.05;07/07/2016;06/09/2016;1100;;;;
Rio de Janeiro;São Sebastião do Alto;1065;3.05;17/08/2016;14/11/2016;1100;;;;
Rio Grande do Norte;Bodó;1065;3.05;18/07/2016;29/12/2016;1100;;;;
Rio Grande do Norte;Campo Redondo;1065;3.05;01/08/2016;29/12/2016;1100;;;;
Paraná;Paraíso do Norte;1065;3.05;04/07/2016;15/12/2016;1100;;;;
Minas Gerais;São João do Pacuí;1065;3.05;30/06/2016;14/01/2017;1100;;;;
Paraná;Telêmaco Borba;1065;3.05;08/07/2016;26/12/2016;1100;;;;
Paraíba;Carrapateira;1065;3.05;22/07/2016;05/10/2016;1100;;;;
Paraíba;Patos;1065;3.05;19/07/2016;10/01/2017;1100;;;;
Roraima;Rorainópolis;1065;3.05;28/06/2016;12/01/2017;1100;;;;
Pará;Trairão;1065;3.05;12/08/2016;04/10/2016;1100;;;;
Bahia;Quijingue;1065;3.05;12/07/2016;20/09/2016;1100;;;;
Bahia;Santa Bárbara;1065;3.05;12/07/2016;29/09/2016;1100;;;;
Bahia;Tanque Novo;1065;3.05;04/08/2016;19/11/2016;1100;;;;
Rio Grande do Sul;Santana da Boa Vista;1065;3.05;26/07/2016;08/09/2016;1100;;;;
São Paulo;Itaporanga;1065;3.05;13/07/2016;08/09/2016;1100;;;;
São Paulo;Juquiá;1065;3.05;18/07/2016;16/09/2016;1100;;;;
São Paulo;Guaimbê;1065;3.05;07/07/2016;07/10/2016;1100;;;;
Goiás;Buritinópolis;1065;3.05;15/07/2016;07/10/2016;1100;;;;
Ceará;Barbalha;1065;3.05;08/07/2016;19/11/2016;1100;;;;
Ceará;Crateús;1065;3.05;02/08/2016;22/09/2016;1100;;;;
Ceará;Frecheirinha;1065;3.05;03/08/2016;22/09/2016;1100;;;;
Maranhão;Zé Doca;1065;3.05;04/07/2016;29/09/2016;1100;;;;
Pernambuco;Lagoa Grande;1065;3.05;01/08/2016;21/09/2016;1100;;;;
Pernambuco;Ingazeira;1065;3.05;21/07/2016;20/09/2016;1100;;;;
Pernambuco;Exu;1065;3.05;13/07/2016;20/09/2016;1100;;;;
Paraíba;Zabelê;1065;3.05;02/08/2016;04/01/2017;1100;;;;
Pernambuco;Calçado;1065;3.05;03/08/2016;14/09/2016;1100;;;;
Ceará;Tamboril;1065;3.05;07/07/2016;03/10/2016;1100;;;;
Ceará;Madalena;1065;3.05;17/08/2016;29/09/2016;1100;;;;
São Paulo;Sertãozinho;1065;3.05;07/07/2016;20/12/2016;1100;;;;
São Paulo;Regente Feijó;1065;3.05;18/07/2016;12/12/2016;1100;;;;
São Paulo;São Sebastião da Grama;1065;3.05;05/07/2016;13/10/2016;1100;;;;
São Paulo;Santa Gertrudes;1065;3.05;30/06/2016;10/10/2016;1100;;;;
São Paulo;Pedreira;1065;3.05;15/07/2016;16/09/2016;1100;;;;
Alagoas;Jacaré dos Homens;1065;3.05;18/07/2016;07/10/2016;1100;;;;
Piauí;Miguel Alves;1065;3.05;09/08/2016;05/01/2017;1100;;;;
Bahia;Paramirim;1065;3.05;08/07/2016;21/11/2016;1100;;;;
Bahia;Porto Seguro;1110;2.91;08/07/2016;29/11/2016;1050;;;;
Ceará;Ibiapina;1110;2.91;08/08/2016;04/10/2016;1050;;;;
Pernambuco;Iguaraci;1110;2.91;21/07/2016;20/09/2016;1050;;;;
Maranhão;São Raimundo do Doca Bezerra;1110;2.91;26/07/2016;29/09/2016;1050;;;;
Bahia;Serrolândia;1110;2.91;03/08/2016;05/10/2016;1050;;;;
São Paulo;Luís Antônio;1110;2.91;19/07/2016;19/09/2016;1050;;;;
Maranhão;Agua Doce do Maranhão;1110;2.91;22/07/2016;21/09/2016;1050;;;;
Rio de Janeiro;Varre-Sai;1117;2.78;12/08/2016;04/01/2017;1000;;;;
Rio de Janeiro;Teresópolis;1118;2.77;12/08/2016;28/12/2016;1000;;;;
Piauí;São Gonçalo do Gurguéia;1118;2.77;14/07/2016;11/01/2017;1000;;;;
Rio de Janeiro;Silva Jardim;1118;2.77;17/08/2016;28/12/2016;1000;;;;
Rio de Janeiro;Itaguaí;1118;2.77;04/07/2016;28/12/2016;1000;;;;
Sergipe;Poço Redondo;1118;2.77;29/06/2016;13/01/2017;1000;;;;
Sergipe;Monte Alegre de Sergipe;1118;2.77;28/06/2016;10/10/2016;1000;;;;
Sergipe;Muribeca;1118;2.77;28/06/2016;07/10/2016;1000;;;;
Sergipe;Itabaianinha;1118;2.77;06/07/2016;07/10/2016;1000;;;;
Sergipe;Malhador;1118;2.77;27/06/2016;10/10/2016;1000;;;;
Sergipe;Aquidabã;1118;2.77;28/06/2016;05/01/2017;1000;;;;
Sergipe;Arauá;1118;2.77;28/06/2016;13/01/2017;1000;;;;
Pará;Marituba;1118;2.77;11/07/2016;06/09/2016;1000;;;;
Pará;Medicilândia;1118;2.77;11/07/2016;06/09/2016;1000;;;;
